Name,Price,Category,Subcategory,Store_Name,Year,Month,Day,Standardised price per unit,Unit_each,Unit_kg,Unit_litre,Discount price
Waitrose Mango Chunks,3.65,fresh_food,fruit,Waitrose,2024,11,19,13.04,0.0,1.0,0.0,
Waitrose Granny Smith Apples,1.8,fresh_food,fruit,Waitrose,2024,11,19,0.3,1.0,0.0,0.0,
Essential Loose Plums,0.41,fresh_food,fruit,Waitrose,2024,11,19,4.5,0.0,1.0,0.0,
No.1 Speciality Strawberries,4.0,fresh_food,fruit,Waitrose,2024,11,19,17.63,0.0,1.0,0.0,
Waitrose Yellow Flesh Nectarines,3.0,fresh_food,fruit,Waitrose,2024,11,19,0.75,1.0,0.0,0.0,
Waitrose Perfectly Ripe Large Solo Papaya,3.4,fresh_food,fruit,Waitrose,2024,11,19,3.4,1.0,0.0,0.0,
Waitrose Supersweet Medium Pineapple,1.5,fresh_food,fruit,Waitrose,2024,11,19,1.5,1.0,0.0,0.0,
Essential Galia Melon,2.1,fresh_food,fruit,Waitrose,2024,11,19,2.1,1.0,0.0,0.0,
Duchy Organic Lemons,2.0,fresh_food,fruit,Waitrose,2024,11,19,0.667,1.0,0.0,0.0,
Waitrose Cox Apples,1.9,fresh_food,fruit,Waitrose,2024,11,19,0.475,1.0,0.0,0.0,
Waitrose Cox Apples,1.7,fresh_food,fruit,Waitrose,2024,11,19,0.28300000000000003,1.0,0.0,0.0,
Waitrose Best of British Apples,1.72,fresh_food,fruit,Waitrose,2024,11,19,0.43,1.0,0.0,0.0,
Essential Seasonal Apples,1.95,fresh_food,fruit,Waitrose,2024,11,19,0.39,1.0,0.0,0.0,
Essential Home Ripening Plums,1.45,fresh_food,fruit,Waitrose,2024,11,19,3.63,0.0,1.0,0.0,
Duchy Organic Avocado,1.4,fresh_food,fruit,Waitrose,2024,11,19,1.4,1.0,0.0,0.0,
Essential Honeydew Melon,1.9,fresh_food,fruit,Waitrose,2024,11,19,1.9,1.0,0.0,0.0,
Waitrose Perfectly Ripe Large Mango,1.6,fresh_food,fruit,Waitrose,2024,11,19,1.6,1.0,0.0,0.0,
Waitrose Cherries,3.5,fresh_food,fruit,Waitrose,2024,11,19,19.45,0.0,1.0,0.0,
Waitrose Pomegranate,2.95,fresh_food,fruit,Waitrose,2024,11,19,14.05,0.0,1.0,0.0,
Waitrose Perfectly Ripe Golden Kiwi,3.5,fresh_food,fruit,Waitrose,2024,11,19,0.875,1.0,0.0,0.0,
Waitrose British Egremont Russet Apples,2.1,fresh_food,fruit,Waitrose,2024,11,19,0.42,1.0,0.0,0.0,
Waitrose Braeburn Apples,1.9,fresh_food,fruit,Waitrose,2024,11,19,0.475,1.0,0.0,0.0,
Cooks' Ingredients Unwaxed Lemons,2.56,fresh_food,fruit,Waitrose,2024,11,19,0.32,1.0,0.0,0.0,
Waitrose Seedless Grape Selection,4.0,fresh_food,fruit,Waitrose,2024,11,19,5.0,0.0,1.0,0.0,
Waitrose Speciality Figs,2.95,fresh_food,fruit,Waitrose,2024,11,19,21.08,0.0,1.0,0.0,
Waitrose Mango Chunks,4.5,fresh_food,fruit,Waitrose,2024,11,19,10.0,0.0,1.0,0.0,
Waitrose Braeburn Apples Loose,0.36,fresh_food,fruit,Waitrose,2024,11,19,1.95,0.0,1.0,0.0,
Perfectly Ripe Extra Large Avocados,3.5,fresh_food,fruit,Waitrose,2024,11,19,1.75,1.0,0.0,0.0,
Waitrose Extra Large Pineapple,2.25,fresh_food,fruit,Waitrose,2024,11,19,2.25,1.0,0.0,0.0,
Waitrose Mango,1.85,fresh_food,fruit,Waitrose,2024,11,19,1.85,1.0,0.0,0.0,
Waitrose Mini Watermelon,3.3,fresh_food,fruit,Waitrose,2024,11,19,3.3,1.0,0.0,0.0,
Waitrose Perfectly Ripe Green Williams Pears,3.5,fresh_food,fruit,Waitrose,2024,11,19,0.875,1.0,0.0,0.0,
Waitrose Royal Gala Apples,1.9,fresh_food,fruit,Waitrose,2024,11,19,0.475,1.0,0.0,0.0,
No.1 Speciality Blueberries,3.8,fresh_food,fruit,Waitrose,2024,11,19,16.89,0.0,1.0,0.0,
Duchy Organic Kiwi Fruit,2.75,fresh_food,fruit,Waitrose,2024,11,19,0.688,1.0,0.0,0.0,
No.1 Speciality Raspberries,3.0,fresh_food,fruit,Waitrose,2024,11,19,20.0,0.0,1.0,0.0,
Duchy Organic Best of British Apples,2.25,fresh_food,fruit,Waitrose,2024,11,19,0.563,1.0,0.0,0.0,
Waitrose Perfectly Ripe Mango,2.75,fresh_food,fruit,Waitrose,2024,11,19,1.38,1.0,0.0,0.0,
Waitrose Medjool Dates,2.65,fresh_food,fruit,Waitrose,2024,11,19,14.73,0.0,1.0,0.0,
Cooks' Ingredients Cranberries,2.0,fresh_food,fruit,Waitrose,2024,11,19,8.0,0.0,1.0,0.0,
Duchy Organic Medjool Dates,2.9,fresh_food,fruit,Waitrose,2024,11,19,16.12,0.0,1.0,0.0,
Cooks' Ingredients Unwaxed Limes,1.8,fresh_food,fruit,Waitrose,2024,11,19,0.45,1.0,0.0,0.0,
Waitrose Pineapple,2.7,fresh_food,fruit,Waitrose,2024,11,19,9.82,0.0,1.0,0.0,
Kissabel Apples Tray,2.55,fresh_food,fruit,Waitrose,2024,11,19,0.638,1.0,0.0,0.0,
Waitrose Pomegranate,3.16,fresh_food,fruit,Waitrose,2024,11,19,9.03,0.0,1.0,0.0,
Waitrose Mixed Berries,3.0,fresh_food,fruit,Waitrose,2024,11,19,15.79,0.0,1.0,0.0,
Waitrose Extra Large Perfectly Ripe Avocado,1.8,fresh_food,fruit,Waitrose,2024,11,19,1.8,1.0,0.0,0.0,
Duchy Organic Raspberries,2.85,fresh_food,fruit,Waitrose,2024,11,19,22.8,0.0,1.0,0.0,
Waitrose Seedless Vitoria Grapes,3.0,fresh_food,fruit,Waitrose,2024,11,19,7.5,0.0,1.0,0.0,
Waitrose Persimmons,1.44,fresh_food,fruit,Waitrose,2024,11,19,0.48,1.0,0.0,0.0,
Duchy Organic Pears,3.15,fresh_food,fruit,Waitrose,2024,11,19,0.7879999999999999,1.0,0.0,0.0,
Waitrose Perfectly Ripe Rocha Pears,2.5,fresh_food,fruit,Waitrose,2024,11,19,0.625,1.0,0.0,0.0,
Essential Home Ripening Kiwi,1.5,fresh_food,fruit,Waitrose,2024,11,19,0.25,1.0,0.0,0.0,
Waitrose Peaches,3.25,fresh_food,fruit,Waitrose,2024,11,19,0.813,1.0,0.0,0.0,
Waitrose Speciality Figs,3.95,fresh_food,fruit,Waitrose,2024,11,19,17.18,0.0,1.0,0.0,
Waitrose Melon Slices,2.8,fresh_food,fruit,Waitrose,2024,11,19,10.0,0.0,1.0,0.0,
Essential Blackberries,2.5,fresh_food,fruit,Waitrose,2024,11,19,16.67,0.0,1.0,0.0,
Waitrose Satsumas,1.7,fresh_food,fruit,Waitrose,2024,11,19,2.84,0.0,1.0,0.0,
Waitrose Cotton Candy Grapes,3.0,fresh_food,fruit,Waitrose,2024,11,19,7.5,0.0,1.0,0.0,
Waitrose Golden Delicious Apples,1.95,fresh_food,fruit,Waitrose,2024,11,19,0.488,1.0,0.0,0.0,
Waitrose Smitten Apples,2.1,fresh_food,fruit,Waitrose,2024,11,19,0.525,1.0,0.0,0.0,
Waitrose Berry Medley,2.95,fresh_food,fruit,Waitrose,2024,11,19,12.83,0.0,1.0,0.0,
GOOD TO GO Coconut Chunks,1.15,fresh_food,fruit,Waitrose,2024,11,19,14.38,0.0,1.0,0.0,
Waitrose King Gold Kiwi,1.0,fresh_food,fruit,Waitrose,2024,11,19,1.0,1.0,0.0,0.0,
Cooks' Ingredients Forced Rhubarb,3.08,fresh_food,fruit,Waitrose,2024,11,19,7.7,0.0,1.0,0.0,
Duchy Organic Gold Kiwi Fruit,3.0,fresh_food,fruit,Waitrose,2024,11,19,0.75,1.0,0.0,0.0,
Waitrose Duchy Organic Oranges,2.0,fresh_food,fruit,Waitrose,2024,11,19,0.5,1.0,0.0,0.0,
Essential Satsumas,2.5,fresh_food,fruit,Waitrose,2024,11,19,2.5,0.0,1.0,0.0,
Waitrose Pineapple,3.75,fresh_food,fruit,Waitrose,2024,11,19,7.5,0.0,1.0,0.0,
Waitrose Watermelon Fingers,5.25,fresh_food,fruit,Waitrose,2024,11,19,8.75,0.0,1.0,0.0,
Waitrose Mango Fingers,4.7,fresh_food,fruit,Waitrose,2024,11,19,7.84,0.0,1.0,0.0,
BEAR Gently Baked Mango,2.1,fresh_food,fruit,Waitrose,2024,11,19,21.0,0.0,1.0,0.0,
Waitrose Blush Pears,2.5,fresh_food,fruit,Waitrose,2024,11,19,0.625,1.0,0.0,0.0,
No.1 Speciality Mango,3.0,fresh_food,fruit,Waitrose,2024,11,19,3.0,1.0,0.0,0.0,
Duchy Organic Easy Peelers,2.5,fresh_food,fruit,Waitrose,2024,11,19,4.17,0.0,1.0,0.0,
Waitrose Classic Fruit Salad,3.7,fresh_food,fruit,Waitrose,2024,11,19,11.94,0.0,1.0,0.0,
Waitrose Watermelon,2.5,fresh_food,fruit,Waitrose,2024,11,19,12.5,0.0,1.0,0.0,
"Waitrose Mango, Pineapple & Passion Fruit",3.5,fresh_food,fruit,Waitrose,2024,11,19,11.67,0.0,1.0,0.0,
GOOD TO GO Pomegranate Seeds,1.5,fresh_food,fruit,Waitrose,2024,11,19,16.67,0.0,1.0,0.0,
Essential Pears,1.8,fresh_food,fruit,Waitrose,2024,11,19,0.3,1.0,0.0,0.0,
Waitrose Piel De Sapo Melon,3.5,fresh_food,fruit,Waitrose,2024,11,19,3.5,1.0,0.0,0.0,
Waitrose Melon Trio,2.7,fresh_food,fruit,Waitrose,2024,11,19,12.28,0.0,1.0,0.0,
Waitrose Extra Large Pomegranate,3.0,fresh_food,fruit,Waitrose,2024,11,19,3.0,1.0,0.0,0.0,
Waitrose Easy Peelers with Leaf,3.6,fresh_food,fruit,Waitrose,2024,11,19,4.5,0.0,1.0,0.0,
GOOD TO GO Mango,1.55,fresh_food,fruit,Waitrose,2024,11,19,11.93,0.0,1.0,0.0,
"Waitrose Pineapple, Melon and Mango Fingers",3.25,fresh_food,fruit,Waitrose,2024,11,19,13.55,0.0,1.0,0.0,
Waitrose Cherries,4.75,fresh_food,fruit,Waitrose,2024,11,19,15.84,0.0,1.0,0.0,
MyJool Snack Pack Dates,0.5,fresh_food,fruit,Waitrose,2024,11,19,10.0,0.0,1.0,0.0,
Waitrose Orange Melon Chunks,2.8,fresh_food,fruit,Waitrose,2024,11,19,11.2,0.0,1.0,0.0,
Waitrose King Green Kiwi,1.0,fresh_food,fruit,Waitrose,2024,11,19,1.0,1.0,0.0,0.0,
Waitrose Extra Large Watermelon,3.75,fresh_food,fruit,Waitrose,2024,11,19,3.75,1.0,0.0,0.0,
Waitrose Dragon Fruit,3.7,fresh_food,fruit,Waitrose,2024,11,19,3.7,1.0,0.0,0.0,
Waitrose Large Oranges,5.0,fresh_food,fruit,Waitrose,2024,11,19,0.5,1.0,0.0,0.0,
Duchy Organic Pink Lady Apples,3.75,fresh_food,fruit,Waitrose,2024,11,19,0.938,1.0,0.0,0.0,
No.1 Matice Melon,3.95,fresh_food,fruit,Waitrose,2024,11,19,3.95,1.0,0.0,0.0,
GOOD TO GO Pineapple,1.5,fresh_food,fruit,Waitrose,2024,11,19,12.5,0.0,1.0,0.0,
Cooks' Ingredients Redcurrants,3.0,fresh_food,fruit,Waitrose,2024,11,19,30.0,0.0,1.0,0.0,
BEAR Fruit Gently Baked Strawberries,2.1,fresh_food,fruit,Waitrose,2024,11,19,23.4,0.0,1.0,0.0,
Waitrose Mango & Strawberry,3.5,fresh_food,fruit,Waitrose,2024,11,19,15.56,0.0,1.0,0.0,
Waitrose Deglet Nour Dates,3.0,fresh_food,fruit,Waitrose,2024,11,19,13.34,0.0,1.0,0.0,
"Waitrose Nuts, Fruit & Seeds",1.0,fresh_food,fruit,Waitrose,2024,11,19,16.7,0.0,1.0,0.0,
Waitrose Seedless Grapes,1.3,fresh_food,fruit,Waitrose,2024,11,19,7.65,0.0,1.0,0.0,
Waitrose Candy Seedless Grapes,3.0,fresh_food,fruit,Waitrose,2024,11,19,7.5,0.0,1.0,0.0,
Natures Candy USA Medjool Dates,5.0,fresh_food,fruit,Waitrose,2024,11,19,11.02,0.0,1.0,0.0,
Waitrose Perfectly Ripe Red Pears,2.95,fresh_food,fruit,Waitrose,2024,11,19,0.738,1.0,0.0,0.0,
Waitrose Mango & Watermelon Fingers,3.7,fresh_food,fruit,Waitrose,2024,11,19,12.34,0.0,1.0,0.0,
Waitrose Rainbow Fruit Salad,3.7,fresh_food,fruit,Waitrose,2024,11,19,12.99,0.0,1.0,0.0,
Waitrose Tropical Fruit Bowl,4.75,fresh_food,fruit,Waitrose,2024,11,19,9.9,0.0,1.0,0.0,
Genuine Coconut Raw Water,3.0,fresh_food,fruit,Waitrose,2024,11,19,3.0,1.0,0.0,0.0,
GOOD TO GO Melon Chunks,1.5,fresh_food,fruit,Waitrose,2024,11,19,12.5,0.0,1.0,0.0,
"Waitrose Plum, Black Grape And Strawberry",3.7,fresh_food,fruit,Waitrose,2024,11,19,18.5,0.0,1.0,0.0,
Duchy Organic Chestnuts,4.35,fresh_food,fruit,Waitrose,2024,11,19,12.43,0.0,1.0,0.0,
Natoora Sicilian Pomegranate,4.0,fresh_food,fruit,Waitrose,2024,11,19,4.0,1.0,0.0,0.0,
Natoora Muscat Grapes,4.5,fresh_food,fruit,Waitrose,2024,11,19,12.86,0.0,1.0,0.0,
Waitrose Sweet Jubilee Seeded Grapes,2.8,fresh_food,fruit,Waitrose,2024,11,19,7.0,0.0,1.0,0.0,
I Love Snacks Gently Dehydrated Mango,1.1,fresh_food,fruit,Waitrose,2024,11,19,44.0,0.0,1.0,0.0,
Natoora Organic Spanish Oranges,3.7,fresh_food,fruit,Waitrose,2024,11,19,0.74,1.0,0.0,0.0,
Waitrose Doyenne Du Comice Pears,3.1,fresh_food,fruit,Waitrose,2024,11,19,0.775,1.0,0.0,0.0,
Natoora Medjool Dates,6.95,fresh_food,fruit,Waitrose,2024,11,19,38.62,0.0,1.0,0.0,
BEAR Fruit Pineapple,2.1,fresh_food,fruit,Waitrose,2024,11,19,21.0,0.0,1.0,0.0,
No.1 Speciality Mango,10.0,fresh_food,fruit,Waitrose,2024,11,19,2.5,1.0,0.0,0.0,
"Waitrose Pineapple, Pink Lady Apple & Black Grape",1.5,fresh_food,fruit,Waitrose,2024,11,19,13.100000000000001,0.0,1.0,0.0,
Natoora Leafy Clementines,3.75,fresh_food,fruit,Waitrose,2024,11,19,7.5,0.0,1.0,0.0,
Natoora Organic Bergamot,3.3,fresh_food,fruit,Waitrose,2024,11,19,1.65,1.0,0.0,0.0,
Natoora Kaki Vanilla Persimmons,3.45,fresh_food,fruit,Waitrose,2024,11,19,1.73,1.0,0.0,0.0,
Waitrose Extra Large Papaya,4.3,fresh_food,fruit,Waitrose,2024,11,19,4.3,1.0,0.0,0.0,
Wonky Apples,1.7,fresh_food,fruit,Waitrose,2024,11,19,0.28300000000000003,1.0,0.0,0.0,
No.1 Soft Medjool Dates with Stones,3.8,fresh_food,fruit,Waitrose,2024,11,19,23.04,0.0,1.0,0.0,
Cooks' Ingredients Tarragon,0.8,fresh_food,vegetables,Waitrose,2024,11,19,40.0,0.0,1.0,0.0,
Blue Dragon Hoisin & Garlic Stir Fry Sauce,0.75,fresh_food,vegetables,Waitrose,2024,11,19,6.25,0.0,1.0,0.0,
Waitrose Shiitake Mushrooms,2.0,fresh_food,vegetables,Waitrose,2024,11,19,13.34,0.0,1.0,0.0,
Essential Carrots,0.11,fresh_food,vegetables,Waitrose,2024,11,19,0.75,0.0,1.0,0.0,
Essential Onions,0.17,fresh_food,vegetables,Waitrose,2024,11,19,1.1,0.0,1.0,0.0,
Essential Red Peppers,0.6,fresh_food,vegetables,Waitrose,2024,11,19,3.75,0.0,1.0,0.0,
Essential Broccoli,1.0,fresh_food,vegetables,Waitrose,2024,11,19,2.5,0.0,1.0,0.0,
Essential Carrots,0.75,fresh_food,vegetables,Waitrose,2024,11,19,0.75,0.0,1.0,0.0,
Essential Sweet Potatoes,0.38,fresh_food,vegetables,Waitrose,2024,11,19,1.3,0.0,1.0,0.0,
Waitrose Cherry Vine Tomatoes,3.25,fresh_food,vegetables,Waitrose,2024,11,19,8.13,0.0,1.0,0.0,
Essential Red Onions,0.19,fresh_food,vegetables,Waitrose,2024,11,19,1.1,0.0,1.0,0.0,
Essential Large Potatoes,0.85,fresh_food,vegetables,Waitrose,2024,11,19,0.213,1.0,0.0,0.0,
Essential Bunched Salad Onions,0.7,fresh_food,vegetables,Waitrose,2024,11,19,0.7,1.0,0.0,0.0,
Essential Courgettes,0.63,fresh_food,vegetables,Waitrose,2024,11,19,3.0,0.0,1.0,0.0,
Essential Large White Potatoes,0.24,fresh_food,vegetables,Waitrose,2024,11,19,0.85,0.0,1.0,0.0,
Cooks' Ingredients Garlic,0.6,fresh_food,vegetables,Waitrose,2024,11,19,0.6,1.0,0.0,0.0,
Essential Leeks,0.57,fresh_food,vegetables,Waitrose,2024,11,19,2.75,0.0,1.0,0.0,
Waitrose Maris Piper Potatoes,2.1,fresh_food,vegetables,Waitrose,2024,11,19,1.05,0.0,1.0,0.0,
Waitrose Onions,1.55,fresh_food,vegetables,Waitrose,2024,11,19,0.38799999999999996,1.0,0.0,0.0,
Essential Cauliflower,1.2,fresh_food,vegetables,Waitrose,2024,11,19,1.2,1.0,0.0,0.0,
Essential Cup Mushrooms,1.0,fresh_food,vegetables,Waitrose,2024,11,19,3.34,0.0,1.0,0.0,
Waitrose Sweet Peppers,1.9,fresh_food,vegetables,Waitrose,2024,11,19,0.633,1.0,0.0,0.0,
Essential Parsnips,0.35,fresh_food,vegetables,Waitrose,2024,11,19,1.6,0.0,1.0,0.0,
Waitrose Baby New Potatoes,1.7,fresh_food,vegetables,Waitrose,2024,11,19,2.27,0.0,1.0,0.0,
Tenderstem Broccoli Spears,1.7,fresh_food,vegetables,Waitrose,2024,11,19,8.5,0.0,1.0,0.0,
Duchy Organic Carrots,1.4,fresh_food,vegetables,Waitrose,2024,11,19,2.16,0.0,1.0,0.0,
Essential Aubergines,1.0,fresh_food,vegetables,Waitrose,2024,11,19,1.0,1.0,0.0,0.0,
Waitrose Chestnut Mushrooms,1.25,fresh_food,vegetables,Waitrose,2024,11,19,5.0,0.0,1.0,0.0,
Waitrose Baby Spinach,1.5,fresh_food,vegetables,Waitrose,2024,11,19,12.5,0.0,1.0,0.0,
Essential Green Celery,0.8,fresh_food,vegetables,Waitrose,2024,11,19,0.8,1.0,0.0,0.0,
Waitrose Cherry Vine Tomatoes,2.35,fresh_food,vegetables,Waitrose,2024,11,19,8.71,0.0,1.0,0.0,
Waitrose Red Onions,1.1,fresh_food,vegetables,Waitrose,2024,11,19,0.36700000000000005,1.0,0.0,0.0,
Waitrose Trimmed Fine Green Beans,1.5,fresh_food,vegetables,Waitrose,2024,11,19,7.5,0.0,1.0,0.0,
Waitrose Midi Cucumber,0.65,fresh_food,vegetables,Waitrose,2024,11,19,0.65,1.0,0.0,0.0,
Waitrose Tenderstem Broccoli Spears,2.6,fresh_food,vegetables,Waitrose,2024,11,19,8.67,0.0,1.0,0.0,
Waitrose Trimmed Baby Sprouts,1.2,fresh_food,vegetables,Waitrose,2024,11,19,12.0,0.0,1.0,0.0,
Waitrose Broccoli Crown,1.25,fresh_food,vegetables,Waitrose,2024,11,19,4.17,0.0,1.0,0.0,
Waitrose Trimmed Tenderstem Broccoli,1.2,fresh_food,vegetables,Waitrose,2024,11,19,15.0,0.0,1.0,0.0,
Essential Potatoes,1.8,fresh_food,vegetables,Waitrose,2024,11,19,0.72,0.0,1.0,0.0,
Essential Parsnips,0.8,fresh_food,vegetables,Waitrose,2024,11,19,1.6,0.0,1.0,0.0,
Waitrose King Edward Potatoes,2.1,fresh_food,vegetables,Waitrose,2024,11,19,1.05,0.0,1.0,0.0,
Waitrose Trimmed Leeks,1.65,fresh_food,vegetables,Waitrose,2024,11,19,4.13,0.0,1.0,0.0,
Duchy Organic Broccoli,1.5,fresh_food,vegetables,Waitrose,2024,11,19,4.29,0.0,1.0,0.0,
Essential Spinach,1.6,fresh_food,vegetables,Waitrose,2024,11,19,6.16,0.0,1.0,0.0,
Cooks' Ingredients Garlic,0.8,fresh_food,vegetables,Waitrose,2024,11,19,0.267,1.0,0.0,0.0,
Waitrose Egg Noodles,1.25,fresh_food,vegetables,Waitrose,2024,11,19,4.55,0.0,1.0,0.0,
Essential Loose Baby Potatoes,0.08,fresh_food,vegetables,Waitrose,2024,11,19,1.3,0.0,1.0,0.0,
Waitrose Miniature Potatoes,1.95,fresh_food,vegetables,Waitrose,2024,11,19,3.9,0.0,1.0,0.0,
Essential Yellow Peppers,0.6,fresh_food,vegetables,Waitrose,2024,11,19,3.75,0.0,1.0,0.0,
Essential Mixed Peppers,1.7,fresh_food,vegetables,Waitrose,2024,11,19,0.5670000000000001,1.0,0.0,0.0,
Waitrose Baby Beetroot,1.0,fresh_food,vegetables,Waitrose,2024,11,19,4.0,0.0,1.0,0.0,
Essential Pointed Spring Cabbage,0.95,fresh_food,vegetables,Waitrose,2024,11,19,0.95,1.0,0.0,0.0,
Essential Green Peppers,0.6,fresh_food,vegetables,Waitrose,2024,11,19,3.75,0.0,1.0,0.0,
Essential Radish,0.52,fresh_food,vegetables,Waitrose,2024,11,19,2.6,0.0,1.0,0.0,
Waitrose 4 Beef Dripping Yorkshire Puddings,2.5,fresh_food,vegetables,Waitrose,2024,11,19,13.03,0.0,1.0,0.0,
