Name,Price,Price per Unit,Clubcard Discount,Category,Date
Warburtons Medium Sliced White Bread 800G,£1.40,£0.18/100g,null,bakery,2024-11-05
Kingsmill 50/50 Medium Bread 800G,£1.30,£0.16/100g,null,bakery,2024-11-05
Hovis Best Of Both Medium White Bread 800G,£1.25,£0.16/100g,null,bakery,2024-11-05
Tesco Finest Super Seeded Farmhouse Loaf 800G,£1.40,£0.18/100g,null,bakery,2024-11-05
Hovis Soft White Thick Bread 800G,£1.39,£0.17/100g,null,bakery,2024-11-05
H.W Nevills 8 Plain Tortilla Wraps,£0.99,£0.12/each,null,bakery,2024-11-05
Tesco Mince Pies 6 Pack,£1.50,£0.25/each,null,bakery,2024-11-05
Warburtons Crumpets 6 Pack,£0.79,£0.13/each,null,bakery,2024-11-05
H.W. Nevill's Part Baked Baguette 2 Pack,£0.85,£0.42/each,null,bakery,2024-11-05
Warburtons Crumpets 9 Pack,£1.15,£0.13/each,null,bakery,2024-11-05
Tesco Finest Mince Pies 6 Pack,null,null,Half Price £1.50 Clubcard Price,bakery,2024-11-05
Tesco Multiseed Batch 800G,£1.10,£0.14/100g,null,bakery,2024-11-05
Tesco 6 Scotch Pancakes,£0.49,£0.08/each,null,bakery,2024-11-05
Tesco Toastie White Bread Thick 800G,£0.75,£0.09/100g,null,bakery,2024-11-05
Tesco 6 Crumpets,£0.45,£0.08/each,null,bakery,2024-11-05
Tesco Wholemeal Medium Bread 800G,£0.75,£0.09/100g,null,bakery,2024-11-05
Tesco White Bread 800G,£0.74,£0.09/100g,null,bakery,2024-11-05
Tesco White Pitta Bread 6 Pack,£0.50,£0.08/each,null,bakery,2024-11-05
Tesco Finest Belgian Chocolate Yule Log,£6.50,£6.50/each,null,bakery,2024-11-05
Tesco Finest All Butter Croissants 4 Pack,£2.30,£0.58/each,null,bakery,2024-11-05
Tesco All Butter Pain Au Chocolat 4 Pack,£1.80,£0.45/each,null,bakery,2024-11-05
Tesco Butter Brioche Rolls 8 Pack,£1.60,£0.20/each,null,bakery,2024-11-05
Tesco 8 Mini White Tortilla Wraps,null,null,null,bakery,2024-11-05
Tesco Finest Christmas Pudding 100G,£1.50,£1.50/100g,£1.25 Clubcard Price,bakery,2024-11-05
Tesco Bake At Home Petit Pain 6 Pack,£1.15,£0.38/100g,Any 2 for £2 Clubcard Price - Tesco Baguettes Or Petit Pain 2 Or 6 Pack,bakery,2024-11-05
Hovis Granary Thick Bread 800G,£1.85,£0.23/100g,null,bakery,2024-11-05
Warburtons White Sliced Sandwich Rolls 12 Pack,£1.85,£0.15/each,null,bakery,2024-11-05
Cadbury Chocolate Mini Roll 5 Pack,£2.00,£0.40/each,null,bakery,2024-11-05
Warburtons 5 Pack Bagels Plain,£1.90,£0.38/each,null,bakery,2024-11-05
Tesco Finest Wholemeal Loaf 800G,£1.40,£0.18/100g,null,bakery,2024-11-05
Warburtons Wholemeal Medium Bread 800G,£1.35,£0.17/100g,null,bakery,2024-11-05
Tesco 8 Wholemeal Tortilla Wraps,£1.20,£0.15/each,null,bakery,2024-11-05
Warburtons White Sliced Sandwich Rolls 6 Pack,£1.20,£0.20/each,null,bakery,2024-11-05
Tesco 4 Brioche Buns,null,null,null,bakery,2024-11-05
Warburtons Toastie Sliced Small White Bread 400G,£0.99,£0.25/100g,null,bakery,2024-11-05
Warburtons Half And Half Medium Bread 800G,£1.35,£0.17/100g,null,bakery,2024-11-05
Warburtons Small Wholemeal Medium Bread 400G,£0.99,£0.25/100g,null,bakery,2024-11-05
Warburtons Fruit Teacakes 4 Pack,£1.35,£0.34/each,null,bakery,2024-11-05
Tesco English Muffins 4 Pack,£0.80,£0.20/each,null,bakery,2024-11-05
H.W.Nevills Plain Croissants 8 Pack,£1.39,£0.17/each,null,bakery,2024-11-05
Tiger Bloomer Loaf Sliced 800G,£1.50,£0.19/100g,null,bakery,2024-11-05
Tesco 6 Hot Cross Buns,£1.09,£0.18/each,null,bakery,2024-11-05
Mr Kipling 6 Snowflake Mince Pies,£2.50,£0.42/each,£1.50 Clubcard Price,bakery,2024-11-05
Tesco Wholemeal Pitta Bread 6 Pack,£0.50,£0.08/each,null,bakery,2024-11-05
Tesco White Batch Rolls 6 Pack,£0.49,£0.08/each,null,bakery,2024-11-05
H W Nevill's Wholemeal Bread 800G,£0.47,£0.06/100g,null,bakery,2024-11-05
Tesco Christmas Pudding 400G,£3.25,£0.81/100g,£2.50 Clubcard Price,bakery,2024-11-05
Tesco Sourdough Bloomer,£2.00,£2.00/each,null,bakery,2024-11-05
Warburton 4 Protein Thin Bagels,£1.75,£0.44/each,£1.25 Clubcard Price,bakery,2024-11-05
New York Bakery Sesame Bagels 5 Pack,£1.90,£0.38/each,Save 1/3 £1.25 Clubcard Price,bakery,2024-11-05
New York Bakery Cinnamon & Raisin Bagels 5 Pack,£1.90,£0.38/each,Save 1/3 £1.25 Clubcard Price,bakery,2024-11-05
Tesco Finest 2 White Baguettes With Sourdough250g,£1.80,£0.72/100g,£1.60 Clubcard Price,bakery,2024-11-05
Mcvities Toasting Waffles 8 Pack,£1.90,£0.95/100g,null,bakery,2024-11-05
Sheldons Oven Bottom Muffins 6 Pack,£1.50,£0.25/each,null,bakery,2024-11-05
Tesco Homebake Baguettes 2 Pack,£1.15,£0.38/100g,Any 2 for £2 Clubcard Price - Tesco Baguettes Or Petit Pain 2 Or 6 Pack,bakery,2024-11-05
Warburtons Seeded Batch Bread 800G,£1.90,£0.24/100g,£1.70 Clubcard Price,bakery,2024-11-05
Warburtons Brown Sandwich Thins 6 Pack,£1.40,£0.23/each,null,bakery,2024-11-05
Warburtons Danish Sliced Small White Bread 400G,£1.25,£0.31/100g,null,bakery,2024-11-05
Tesco Sliced Fruit Loaf,£1.65,£1.65/each,null,bakery,2024-11-05
Tesco Finest Wholemeal Seeds And Grains Bread 800G,£1.40,£0.18/100g,null,bakery,2024-11-05
Tesco White Baton 200G,£0.80,£0.40/100g,null,bakery,2024-11-05
Hovis Wholemeal Thick Bread 800G,£1.39,£0.17/100g,null,bakery,2024-11-05
Tesco Wholemeal Deli Rolls 4 Pack,£1.00,£0.25/each,null,bakery,2024-11-05
Tesco Panini 4 Pack,£1.20,£0.30/each,null,bakery,2024-11-05
Tesco White Farmhouse 800G,£1.15,£0.14/100g,null,bakery,2024-11-05
New York Bakery Bagel Thins The Original 4 Pack,£1.30,£0.32/each,null,bakery,2024-11-05
Tesco Large Seeded Burger Buns 4 Pack,£0.90,£0.22/each,null,bakery,2024-11-05
Hovis Small Wholemeal Medium Bread 400G,£0.95,£0.24/100g,null,bakery,2024-11-05
Tesco 4 Large White Baps,£0.90,£0.22/each,null,bakery,2024-11-05
Tesco Egg Custard Tarts 4 Pack,£1.25,£0.31/each,null,bakery,2024-11-05
Ms Molly's Chocolate Chip Cake Bars 5 Pack,null,null,null,bakery,2024-11-05
Tesco Wholemeal Batch Rolls 6 Pack,£0.49,£0.08/each,null,bakery,2024-11-05
H W Nevill's White Bread 800G,£0.47,£0.06/100g,null,bakery,2024-11-05
St Pierre 6 Brioche Buns Sliced,£2.80,£0.47/each,null,bakery,2024-11-05
Clay Oven Bakery 2 Garlic & Coriander Naan Bread 360G,£1.85,£0.51/100g,£1.50 Clubcard Price,bakery,2024-11-05
Tesco Finest 4 Extra Fruity Hot Cross Buns,null,null,null,bakery,2024-11-05
Cecile's Cuisine 16 Cocktail Blinis 135G,£2.20,£1.63/100g,null,bakery,2024-11-05
Tesco Finest 2 Multigrain Baguettes With Sourdough 250G,£1.80,£0.72/100g,£1.60 Clubcard Price,bakery,2024-11-05
Tesco 6 Mini Plain Naan Breads 282G,£1.50,£0.53/100g,null,bakery,2024-11-05
Mission Deli Wheat & White Wraps 6 Pack 367G,£1.70,£0.46/100g,null,bakery,2024-11-05
Tesco 6 Mini Garlic & Coriander Naans,£1.50,£0.25/each,null,bakery,2024-11-05
Warburtons Sliced Tiger Bread 600G,£1.65,£0.28/100g,£1.45 Clubcard Price,bakery,2024-11-05
Warburtons White Sandwich Thins 6 Pack,£1.40,£0.23/each,null,bakery,2024-11-05
Pitch Chocolate Chip 6 Pack,null,null,null,bakery,2024-11-05
Hovis Granary Wholemeal Bread 800G,£1.85,£0.23/100g,null,bakery,2024-11-05
Tesco All Butter Croissants 4 Pack,£1.40,£0.35/each,null,bakery,2024-11-05
Mr Kipling Viennese Whirls 6 Pack,£2.50,£0.42/each,£1.50 Clubcard Price,bakery,2024-11-05
Soreen Original Malt Loaf 260G,£1.60,£0.62/100g,null,bakery,2024-11-05
Warburtons Pancakes 6 Pack,£1.10,£0.18/each,null,bakery,2024-11-05
Cadbury Festive Cake Bar 5 Pack,£1.50,£0.30/each,£1.25 Clubcard Price,bakery,2024-11-05
Tesco Ciabatta Roll 4 Pack,£1.20,£0.30/each,null,bakery,2024-11-05
Tesco Tiger Baton 200G,£0.80,£0.40/100g,null,bakery,2024-11-05
Tesco Large Wholemeal Baps 4 Pack,£0.90,£0.22/each,null,bakery,2024-11-05
Warburtons Hot Dog Rolls 6 Pack,£1.45,£0.24/each,null,bakery,2024-11-05
Tesco Finest 4 Brioche Burger Buns,£1.40,£0.35/each,null,bakery,2024-11-05
Tesco Chunky Cheese Rolls 4 Pack,£1.20,£0.30/each,null,bakery,2024-11-05
Tesco Finest Sunflower & Pumpkin Loaf 600G,£1.20,£0.20/100g,null,bakery,2024-11-05
Tesco 5 Jam Doughnuts,£1.15,£0.23/each,null,bakery,2024-11-05
Warburtons Breakfast Muffins 4 Pack,£1.15,£0.29/each,null,bakery,2024-11-05
Tesco Egg Custard Tarts 2 Pack,£0.85,£0.42/each,null,bakery,2024-11-05
Tesco Finest Christmas Pudding 800G,£9.00,£1.12/100g,null,bakery,2024-11-05
Tesco Finest Christmas Pudding 400G,£5.25,£1.31/100g,null,bakery,2024-11-05
Tesco Finest Chocolate Cake,£3.50,£3.50/each,null,bakery,2024-11-05
Tesco Vanilla Creme Crown 2 Pack,£1.60,£0.80/each,null,bakery,2024-11-05
Tesco Finest All Butter & Sultana Scones 4 Pack,£2.00,£0.50/each,null,bakery,2024-11-05
Warburtons Gluten Free 4 Super Soft Sliced Square Rolls,£2.75,£0.69/each,null,bakery,2024-11-05
Tesco Finest Triple Chocolate Shortbread 4 Pack,£2.00,£0.50/each,£1.70 Clubcard Price,bakery,2024-11-05
Tesco Maple And Pecan Plait 2 Pack,£1.60,£0.80/each,null,bakery,2024-11-05
Jason's Sourdough Loaf Straight Up Great White 450G,£2.00,£0.44/100g,null,bakery,2024-11-05
Tesco 8 Egg Waffles 200G,null,null,null,bakery,2024-11-05
Deli Kitchen 4 Greek Style Flatbreads 320G,£1.85,£0.58/100g,null,bakery,2024-11-05
Mr Kipling Frosty Fancies 8 Pack,£2.25,£0.28/each,£2.00 Clubcard Price,bakery,2024-11-05
Tesco Finest 4 Buttermilk Pancakes,£1.75,£0.44/each,null,bakery,2024-11-05
Soreen Banana Lunchbox Loaves 5 Pack,null,null,£1.25 Clubcard Price,bakery,2024-11-05
Tesco 2 Plain Naan Breads,£1.35,£0.68/each,null,bakery,2024-11-05
Jacksons Soft White Bloomer 800G,£1.75,£0.22/100g,null,bakery,2024-11-05
Jacksons Multigrain Brown Bloomer 800G,£1.75,£0.22/100g,null,bakery,2024-11-05
Brioche Pasquier Pain Au Chocolat 6 Pack,£1.90,£0.70/100g,null,bakery,2024-11-05
Mission Deli Original Wraps Super Soft 6 Pack 367G,£1.70,£0.46/100g,null,bakery,2024-11-05
Tesco Milk Chocolate Cookie 5 Pack,£1.50,£0.30/each,null,bakery,2024-11-05
Warburtons 5 Cinnamon & Raisin Bagels,£1.90,£0.38/each,null,bakery,2024-11-05
Tesco Finest Oat & Barley Loaf 800G,£1.40,£0.18/100g,null,bakery,2024-11-05
Hovis Best Of Both Thick White Bread 800G,£1.25,£0.16/100g,null,bakery,2024-11-05
Warburtons Wholemeal Rolls 6 Pack,£1.20,£0.20/each,null,bakery,2024-11-05
Tesco Bramley Apple Pies 6 Pack,null,null,null,bakery,2024-11-05
Warburtons Small Medium Sliced White Bread 400G,£0.99,£0.25/100g,null,bakery,2024-11-05
White Farmhouse Loaf Sliced 800G,£1.50,£0.19/100g,null,bakery,2024-11-05
Mcvities Hobnobs Oaty Flapjacks 5 Pack 131.8G,£1.25,£0.95/100g,null,bakery,2024-11-05
Warburtons Potato Cakes 6 Pack,£0.95,£0.16/each,null,bakery,2024-11-05
Tesco Finest Dark Rye & Sunflower Farmhouse Loaf 600G,£1.20,£0.20/100g,null,bakery,2024-11-05
H.W Nevills 8 Wholemeal Tortilla Wrap,null,null,null,bakery,2024-11-05
Tesco Assorted Jam Tarts 6 Pack,£0.95,£0.16/each,null,bakery,2024-11-05
Tesco Top Iced Fruit Cake 907G,£6.75,£0.74/100g,£5.75 Clubcard Price,bakery,2024-11-05
Tesco Chocolate Brownie Bites 20 Pack,£2.75,£0.14/each,£2.40 Clubcard Price,bakery,2024-11-05
Tesco Finest 4 Belgian Sugar Waffles 200G,£1.95,£0.98/100g,null,bakery,2024-11-05
Tesco Cinnamon Swirl 2 Pack,£1.60,£0.80/each,null,bakery,2024-11-05
Tesco 6 Classic Egg Waffles 250G,£1.95,£0.78/100g,null,bakery,2024-11-05
New York Bakery Red Onion & Chive Bagels 5 Pack,£1.90,£0.38/each,Save 1/3 £1.25 Clubcard Price,bakery,2024-11-05
Cadbury Reindeer Cakes 4 Pack,£2.85,£0.71/each,£2.50 Clubcard Price,bakery,2024-11-05
Belgian Chocolate Muffins 4 Pack,£1.80,£0.45/each,null,bakery,2024-11-05
Soreen Malt Lunchbox Loaves 5 Pack,null,null,£1.25 Clubcard Price,bakery,2024-11-05
Mr Kipling Angel Slice 6 Pack,£2.75,£0.46/each,null,bakery,2024-11-05
Tesco Pink Iced Ring Doughnut 4 Pack,£1.35,£0.34/each,null,bakery,2024-11-05
Tesco White Chocolate Cookies 5 Pack,£1.50,£0.30/each,null,bakery,2024-11-05
Tesco Classic Christmas Pudding 100G,£1.00,£1.00/100g,85p Clubcard Price,bakery,2024-11-05
Warburtons Fruit Loaf With Cinnamon & Raisin 400G,£1.95,£0.49/100g,null,bakery,2024-11-05
Tesco Sultana Scones 6 Pack,£1.65,£0.28/each,null,bakery,2024-11-05
Heat & Eat White Baguette 3 Pack,£1.50,£0.50/each,null,bakery,2024-11-05
Tesco White Iced Ring Doughnuts 4 Pack,£1.35,£0.34/each,null,bakery,2024-11-05
Pitch Chocolate 6 Pack,£1.75,£0.76/100g,null,bakery,2024-11-05
Warburtons Soft & Sliced Sesame Bagels 5 Pack,£1.90,£0.38/each,null,bakery,2024-11-05
Mr Kipling Cherry Bakewells Tarts 6 Pack,£3.00,£0.50/each,null,bakery,2024-11-05
McVitie's Jamaica Ginger Sticky Pudding Cake 232g,£1.50,£1.50/each,null,bakery,2024-11-05
Kingsmill Pancakes 6 Pack,£1.15,£19.17/100g,null,bakery,2024-11-05
Tesco White Sub Rolls 4 Pack,£1.00,£0.25/each,null,bakery,2024-11-05
Mr Kipling Bakewell Slices 6 Pack,£2.75,£0.46/each,£1.50 Clubcard Price,bakery,2024-11-05
Hovis Small Seven Seeds Original 400G,£1.15,£0.29/100g,null,bakery,2024-11-05
Tesco Finest Wholemeal Seeds And Grains Bread 400G,£1.00,£0.25/100g,null,bakery,2024-11-05
McVitie's Hobnobs Milk Chocolate Oaty Flapjacks Multipack 5 x 26.4g,£1.25,£0.95/100g,null,bakery,2024-11-05
Tesco 6 Finger Rolls,null,null,null,bakery,2024-11-05
Mr Kipling Angel Slice 8 Pack,£3.25,£0.41/each,null,bakery,2024-11-05
Tesco Crusty Rolls 4 Pack,£0.80,£0.80/each,null,bakery,2024-11-05
Ms Molly's 12 Iced Fairy Cakes,null,null,null,bakery,2024-11-05
Tesco Sweet Pancakes 8 Pack,£3.00,£0.38/each,null,bakery,2024-11-05
Tesco Finest Coffee & Walnut Cake,£3.50,£3.50/each,null,bakery,2024-11-05
Tesco Iced Top Rich Fruit Cake Bar 400G,£3.50,£0.88/100g,£3.00 Clubcard Price,bakery,2024-11-05
Tesco Chocolate Chip Mini Muffins 16 Pack,£2.75,£0.17/each,£2.40 Clubcard Price,bakery,2024-11-05
Tesco Finest Triple Chocolate Cookie 4 Pack,£2.00,£0.50/each,£1.70 Clubcard Price,bakery,2024-11-05
New York Bakery Wholemeal Bagels 5 Pack,£1.90,£0.38/each,Save 1/3 £1.25 Clubcard Price,bakery,2024-11-05
Tesco All Butter Almond Croissant 2 Pack,£1.60,£0.80/each,null,bakery,2024-11-05
Tesco Bramley Apple Pie,£1.90,£1.90/each,null,bakery,2024-11-05
Warburtons Thin Bagels Cinnamon & Raisin 6 Pack,£1.75,£0.29/each,£1.25 Clubcard Price,bakery,2024-11-05
Tesco Finest 4 Large Teacakes,null,null,null,bakery,2024-11-05
Soreen 5 Apple Lunchbox Loaves 150G,null,null,£1.25 Clubcard Price,bakery,2024-11-05
Tesco 4 Triple Chocolate Muffins,£1.80,£0.45/each,null,bakery,2024-11-05
Old El Paso Regular Super Soft Flour Tortillas 8Pk 326G,£1.80,£0.55/100g,£1.50 Clubcard Price,bakery,2024-11-05
Cadbury Caramel Cake Bars 5 Pac,£2.25,£0.45/each,Save 1/3 £1.50 Clubcard Price,bakery,2024-11-05
Ms Molly Jumbo Strawberry & Vanilla Swiss Roll,£1.90,£1.90/each,null,bakery,2024-11-05
Soreen Sliced Malt Loaf 290G,null,null,£1.25 Clubcard Price,bakery,2024-11-05
Weight Watchers Wraps 6 Pack,£1.50,£0.25/each,null,bakery,2024-11-05
Tesco Double Chocolate Cookies 5 Pack,£1.50,£0.30/each,null,bakery,2024-11-05
Tesco Finest Rye & Mixed Seed Sourdough 400G,£1.80,£0.45/100g,null,bakery,2024-11-05
Tesco Madeira Cake,£1.80,£1.80/each,null,bakery,2024-11-05
Tesco Free From 4 Mince Pies 220G,£2.00,£0.91/100g,null,bakery,2024-11-05
Tesco Folded Flatbreads Plain 6 Pack,£1.30,£0.62/100g,null,bakery,2024-11-05
Tesco Petit Pain 4 Pack,£1.20,£0.30/each,null,bakery,2024-11-05
Tesco Multiseed Deli Rolls 4 Pack,£1.10,£0.28/each,null,bakery,2024-11-05
Tesco Panini Rolls 2 Pack,null,null,null,bakery,2024-11-05
Warburtons Giant Crumpets 3 Pack,£1.10,£0.37/each,80p Clubcard Price,bakery,2024-11-05
Tesco Finest 4 Brioche Hot Dog Rolls,£1.40,£0.35/each,null,bakery,2024-11-05
Mr Kipling Mini Battenberg Cakes 5 Pack,£2.50,£0.50/each,£1.50 Clubcard Price,bakery,2024-11-05
Mr Kipling Country Slices 6 Pack,£2.75,£0.46/each,£1.50 Clubcard Price,bakery,2024-11-05
Tiger Bloomer Loaf 800G,£1.50,£0.19/100g,null,bakery,2024-11-05
Mcvitie's Digestives Caramel Millionaire Slices Multipack 5 x 22G,£1.25,£1.14/100g,null,bakery,2024-11-05
Tesco Free From Sliced Seeded Bread 550G,£1.95,£0.36/100g,null,bakery,2024-11-05
Ms Molly's 12 Fairy Cakes,null,null,null,bakery,2024-11-05
Galaxy Cake Bars 5 Pack,£2.00,£0.40/each,null,bakery,2024-11-05
Tesco Finest Stollen Slices 6 Pack,£4.25,£0.71/each,£3.75 Clubcard Price,bakery,2024-11-05
Tesco 20 Flapjack Bites,£2.75,£0.14/each,£2.40 Clubcard Price,bakery,2024-11-05
Warburtons Artisan Tiger Gluten Free 400G,£3.50,£0.88/100g,null,bakery,2024-11-05
St Pierre 4 Seeded Brioche Burger Buns,£2.85,£0.71/each,null,bakery,2024-11-05
Tesco Finest Belgian Chocolate Bombe 227G,£3.50,£1.54/100g,£2.75 Clubcard Price,bakery,2024-11-05
Tesco Plant Chef 6 Mince Pies,£2.15,£0.36/each,null,bakery,2024-11-05
Kingsmill 50/50 No Crusts Bread 400G,£1.95,£0.49/100g,null,bakery,2024-11-05
Tesco Finest Brioche Loaf 400G,£2.75,£0.69/100g,null,bakery,2024-11-05
Tesco Angel Layer Cake,£1.80,£1.80/each,null,bakery,2024-11-05
Mr Kipling Bramley Apple Pies 6 Pack,£3.00,£0.50/each,null,bakery,2024-11-05
Tesco All Butter Pain Au Chocolat 2 Pack,£1.60,£0.80/each,null,bakery,2024-11-05
Tesco All Butter Croissant 2 Pack,£1.60,£0.80/each,null,bakery,2024-11-05
Clay Oven Bakery 2 Plain Naan Breads 360G,£1.85,£0.51/100g,£1.50 Clubcard Price,bakery,2024-11-05
Jason's Sourdough Superb Sprouted Grains 450G,£2.00,£0.44/100g,null,bakery,2024-11-05
Tesco All Butter Chocolate Croissant 2 Pack,£1.60,£0.80/each,null,bakery,2024-11-05
Tesco Strawberry & Cream Swiss Roll,£2.00,£2.00/each,null,bakery,2024-11-05
Tesco Blueberry Muffins 4 Pack,£1.80,£0.45/each,null,bakery,2024-11-05
Tesco Genoa Cake,£2.25,£2.25/each,null,bakery,2024-11-05
Schneiderbrot Vollkornbrot Rye Bread 500G,£1.40,£0.28/100g,null,bakery,2024-11-05
Warburtons Old English White Bread 400G,£1.80,£0.45/100g,null,bakery,2024-11-05
Tesco Chocolate Iced Ring Doughnuts 4 Pack,£1.35,£0.34/each,null,bakery,2024-11-05
Mission Deli 6 Wheat & White Mini Wraps 186G,£1.15,£0.62/100g,Save 25% 85p Clubcard Price,bakery,2024-11-05
Tesco All Butter Scones 6 Pack,£1.65,£0.28/each,null,bakery,2024-11-05
Sharwoods 2 Large Plain Naan Bread 260G,£1.80,£0.90/each,null,bakery,2024-11-05
Warburtons Half & Half Thins 6 Pack,£1.40,£0.23/each,null,bakery,2024-11-05
Tesco Finest Wholemeal Rolls 4 Pack,£1.30,£0.32/each,null,bakery,2024-11-05
Mr Kipling French Fancies 8 Pack,£3.00,£0.38/each,Save 1/3 £2.00 Clubcard Price,bakery,2024-11-05
Tesco Gingerbread Biscuit,£1.00,£1.00/each,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",bakery,2024-11-05
White Farmhouse Loaf Sliced 400G,£1.15,£0.29/100g,null,bakery,2024-11-05
Tesco Finest 6 Sourdough Crumpets,£1.20,£0.20/each,null,bakery,2024-11-05
Tesco Tiger Rolls 4 Pack,£1.20,£1.20/each,null,bakery,2024-11-05
Tiger Sliced Bloomer 400G,£1.15,£0.29/100g,null,bakery,2024-11-05
H.W.Nevills Pain Au Chocolat 8 Pack,£1.29,£0.16/each,null,bakery,2024-11-05
Tesco Scotch Rolls 4 Pack,£0.80,£0.80/each,null,bakery,2024-11-05
Maltesers Cake Bars 5 Pack,£2.00,£0.40/each,null,bakery,2024-11-05
Tesco Finest Iced Rich Fruit Cake 400G,£5.25,£1.31/100g,£4.50 Clubcard Price,bakery,2024-11-05
Tesco Christmas Pudding 800G,£5.50,£0.69/100g,null,bakery,2024-11-05
Tesco Panettone 500G,null,null,£4.50 Clubcard Price,bakery,2024-11-05
Tesco Apple Lattice Pie 500G,£3.85,£0.77/100g,null,bakery,2024-11-05
Tesco 15 Chocolate Cornflake Clusters,£2.75,£0.18/each,£2.40 Clubcard Price,bakery,2024-11-05
Tesco 30 Mini Gingerbread Men 300G,£2.75,£0.92/100g,£2.40 Clubcard Price,bakery,2024-11-05
Tesco Millionaire Bites 22 Pack,£2.75,£0.12/each,£2.40 Clubcard Price,bakery,2024-11-05
Tesco Finest Lemon Drizzle Cake,£3.50,£3.50/each,null,bakery,2024-11-05
Schar Wholesome White Loaf,£2.95,£0.98/100g,null,bakery,2024-11-05
Schar Wholesome Seeded Sliced Bread 300G,£2.95,£0.98/100g,null,bakery,2024-11-05
Real Lancashire Eccles Cakes,£2.30,£0.58/each,null,bakery,2024-11-05
Tesco Finest All Butter Scones 4 Pack,£2.00,£0.50/each,null,bakery,2024-11-05
Tesco Double Chocolate Mini Muffins 16 Pack,£2.75,£0.17/each,£2.40 Clubcard Price,bakery,2024-11-05
Genius Gluten Free 4 Crumpets,£2.25,£0.56/each,null,bakery,2024-11-05
Mr Kipling Lemon Slice 6 Pack,£2.75,£0.46/each,null,bakery,2024-11-05
Tesco Finest 4 Belgian Chocolate Coated Sugar Waffles 240G,£1.95,£0.81/100g,null,bakery,2024-11-05
Hovis Home Bake Rustic Seeded Rolls 4 Pack,£1.80,£0.45/each,null,bakery,2024-11-05
Tesco All Butter Pain Au Raisin 2 Pack,£1.60,£0.80/each,null,bakery,2024-11-05
Hovis Home Bake Rustic White Rolls 4 Pack,£1.80,£0.45/each,null,bakery,2024-11-05
Tesco Finest Free From Christmas Pudding 100G,£2.00,£2.00/100g,null,bakery,2024-11-05
Pagen Gifflar Cinnamon 260G,£2.00,£0.77/100g,null,bakery,2024-11-05
Tesco 2 Garlic & Coriander Naan,£1.35,£0.68/each,null,bakery,2024-11-05
Tesco Double Chocolate Swiss Roll,£2.00,£2.00/each,null,bakery,2024-11-05
Tesco Cherry Madeira Cake,null,null,null,bakery,2024-11-05
Warburtons White Loaf Gluten Free 300G,£2.15,£0.72/100g,null,bakery,2024-11-05
Warburtons Multiseed Loaf Gluten Free 300G,£2.15,£0.72/100g,null,bakery,2024-11-05
Mr Kipling 6 Christmas Slice,£2.25,£0.38/each,£2.00 Clubcard Price,bakery,2024-11-05
Hoppers Chocolate Mini Rolls 10 Pack,null,null,null,bakery,2024-11-05
Tesco White Bloomer Sliced 400G,£1.15,£0.29/100g,null,bakery,2024-11-05
Tesco Free From Sliced White Bread 550G,£1.95,£0.36/100g,null,bakery,2024-11-05
Tesco Alcohol Free Christmas Pudding 400G,£3.25,£0.81/100g,null,bakery,2024-11-05
Tesco Finest Victoria Sponge Cake,£3.50,£3.50/each,null,bakery,2024-11-05
Schar White Ciabatta Rolls 200G,£2.40,£1.20/100g,null,bakery,2024-11-05
Tesco Chocolate Yule Log 260G,£2.75,£1.06/100g,null,bakery,2024-11-05
Tesco Cheese & Tomato Flatbread 225G,£2.00,£0.89/100g,null,bakery,2024-11-05
Old El Paso Stand ‘N’ Stuff Soft Flour Tortillas 8Pk 193G,£2.50,£1.30/100g,null,bakery,2024-11-05
Finest White Chocolate & Honeycomb Cookie 4 Pack,£2.00,£0.50/each,£1.70 Clubcard Price,bakery,2024-11-05
Soreen Malt Lunchbox Loaves 10 Pack 300G,null,null,null,bakery,2024-11-05
Tesco Party Cake Selection 12 Pack,£3.00,£0.25/each,null,bakery,2024-11-05
Tesco Free From 9 Mini Mince Pies 275G,£3.00,£1.09/100g,null,bakery,2024-11-05
Tesco 6 Iced Finger Buns,£1.65,£0.28/each,null,bakery,2024-11-05
OLD EL PASO LARGE EXTRA THIN TORTILLA WRAPS 192G,£2.15,£1.12/100g,£1.50 Clubcard Price,bakery,2024-11-05
Tesco Finest All Butter & Cheddar Scones 4 Pack,£2.00,£0.50/each,null,bakery,2024-11-05
Tesco Lemon Swiss Roll ..,£2.00,£2.00/each,null,bakery,2024-11-05
Soreen 5 Strawberry Lunchbox Loaves 150G,null,null,£1.25 Clubcard Price,bakery,2024-11-05
Tesco Finest 4 Blueberry Buttermilk Pancakes,£1.75,£0.44/each,null,bakery,2024-11-05
Mcvitie's 8 Toasting Waffles Chocolate 200G,null,null,null,bakery,2024-11-05
Mission Deli 6 Original Mini Wraps 186G,£1.15,£0.62/100g,Save 25% 85p Clubcard Price,bakery,2024-11-05
St Pierre 4 Brioche Hot Dog Rolls,£1.95,£0.49/each,£1.50 Clubcard Price,bakery,2024-11-05
Heat & Eat Seeded Baguette 3 Pack,£1.50,£0.50/each,null,bakery,2024-11-05
Tesco Walnut Cake,£1.80,£1.80/each,null,bakery,2024-11-05
St. Pierre 4 Sliced Brioche Burger Buns,£2.50,£0.62/each,null,bakery,2024-11-05
