Name,Price,Price per Unit,Clubcard Discount,Category,Date
BEAR Fruit Dried Mango 100g,null,null,£2.10 Clubcard Price,seed_nuts,2024-11-05
BEAR Fruit Dried Mango & Passion Fruit 85g,£2.60,£30.59/kg,£2.10 Clubcard Price,seed_nuts,2024-11-05
Whitworths Walnuts 110g,£2.00,£18.18/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Whitworths Wondermix Healthy Heart Seed Mix 150g,£2.00,£13.33/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Whitworths Cashews 115g,£2.00,£17.39/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Whitworths Banana Chips 150G,£2.00,£13.33/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Whitworths Wondermix Feel Well Nut Mix 110g,£2.00,£18.18/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Whitworths Shots Chocolate Cluster & Berries 4 X 25G,£2.00,£20.00/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Whitworths Toffee & Pecan Shots 4X25g,£2.00,£20.00/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Whitworths Shots Salted Caramel Nuts 3X25g,£2.00,£26.67/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Tesco Apple Slices 300G,£3.50,£11.67/kg,null,seed_nuts,2024-11-05
Whitworths Shots Chocolate & Hazelnut 4 x 25g,£2.00,£20.00/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Crazy Jack Organic Soft Ready to Eat Figs 200g,£2.50,£12.50/kg,£2.00 Clubcard Price,seed_nuts,2024-11-05
Whitworths Cranberries 130G,£2.00,£15.38/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Forest Feast Salted Dark Chocolate Almonds 40G,£1.35,£33.75/kg,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",seed_nuts,2024-11-05
Crazy Jack Soft Organic Apricots Ready To Eat 200G,£2.50,£12.50/kg,£2.00 Clubcard Price,seed_nuts,2024-11-05
Whitworths Dried Chilean Orchard Prunes 190G,£2.00,£10.53/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Kind Protein Caramel Nut 50g,£2.20,£4.40/100g,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",seed_nuts,2024-11-05
Tesco Snack Pack Almonds 60G,£1.00,£16.67/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Tesco Dried Fruit Or Nuts,seed_nuts,2024-11-05
Tesco Snack Pack Soft Apricots 50G,£1.00,£20.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Tesco Dried Fruit Or Nuts,seed_nuts,2024-11-05
Tesco Snacking Roasted Pistachio 50G(C),£1.00,£20.00/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Tesco Dried Fruit Or Nuts,seed_nuts,2024-11-05
Tesco Roasted Nut Snack Pack 55G,£1.00,£18.18/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Tesco Dried Fruit Or Nuts,seed_nuts,2024-11-05
LINWOODS IMMUNE SUPPORT 210g,£8.00,£38.10/kg,null,seed_nuts,2024-11-05
Rheal Superfoods Clean Greens 10x5g,£10.00,£200.00/kg,Save 25% £7.50 Clubcard Price,seed_nuts,2024-11-05
Rheal Superfoods Gut Feel 10x5g,£10.00,£200.00/kg,Save 25% £7.50 Clubcard Price,seed_nuts,2024-11-05
Naturya SuperShake Fruity Greens 275g,£9.00,£32.73/kg,null,seed_nuts,2024-11-05
Naturya Blueberry & Banana Supershake 275G,£9.00,£32.73/kg,null,seed_nuts,2024-11-05
Fruit Bowl Blueberry & Bubblegum Flavour Fruity Twists 5 x 16g,£2.75,£34.38/kg,null,seed_nuts,2024-11-05
Bear Fruit Splits Pineapple & Raspberry 5 Pack 100G,£2.85,£2.85/100g,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Kids Snacking,seed_nuts,2024-11-05
Bear Fruit Split Strawberry & Apple 5 Pack 100G,£2.85,£28.50/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Kids Snacking,seed_nuts,2024-11-05
Fruit Bowl Strawberry Vanilla Fruity Twists 5 X 16G,£2.75,£3.44/100g,null,seed_nuts,2024-11-05
The Gut Stuff Sea Salt & Caramel High Fibre Fruit & Nut Bar 3x35g,£3.00,£28.57/kg,null,seed_nuts,2024-11-05
The Gut Stuff Peanut Butter High Fibre Fruit & Nut Bar 3x35g,£3.00,£28.57/kg,null,seed_nuts,2024-11-05
BEAR Fruit Tropical Yoyos 5 x 20g,£2.85,£28.50/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Kids Snacking,seed_nuts,2024-11-05
"Zombie Fruit Leatherz Multipack, Strawburied, 4 x 25g",£2.60,£26.00/kg,null,seed_nuts,2024-11-05
"Zombie Fruit Leatherz Multipack, Blackberry Death, 4 x 25g",£2.60,£26.00/kg,null,seed_nuts,2024-11-05
"Zombie Fruit Leatherz Multipack, Variety Pack, 4 x 25g",£2.60,£26.00/kg,null,seed_nuts,2024-11-05
"Zombie Fruit Leatherz Multipack, Man-Ghouled Mango, 4 x 25g",£2.60,£26.00/kg,null,seed_nuts,2024-11-05
Fruit Bowl Raisins Yogurt 5X21g,£2.25,£21.43/kg,null,seed_nuts,2024-11-05
Fruit Bowl Yogurt Flakes Raspberry 5x18g,£2.25,£25.00/kg,null,seed_nuts,2024-11-05
Fruit Bowl Yogurt Flakes Strawberry 5X18g,£2.25,£25.00/kg,null,seed_nuts,2024-11-05
The Gut Stuff Cocoa & Hazelnut High Fibre Fruit & Nut Bar 3x35g,£3.00,£28.57/kg,null,seed_nuts,2024-11-05
Gogo Squeez Fruit Snack Apple 4X90g,£2.55,£0.71/100g,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Kids Snacking,seed_nuts,2024-11-05
GoGo SqueeZ Fruit Smoothie Snack Multifruit 4 x 90g,£2.55,£7.08/kg,Any 3 for 2 Clubcard Price - Cheapest Product Free - Selected Kids Snacking,seed_nuts,2024-11-05
Whitworths Wondermix Fight Fatigue Fruit and Nut 105G,£2.00,£19.05/kg,Any 2 for £3.20 Clubcard Price - Selected Whitworths Classics Multibuy 130g-350g,seed_nuts,2024-11-05
Paw Patrol Strawberry Fruit Rollers 5X 20G,£1.70,£17.00/kg,null,seed_nuts,2024-11-05
Freddie's Farm Berry Bar Strawberry 5X20g,£2.50,£25.00/kg,null,seed_nuts,2024-11-05
Freddie's Farm Berry Bar Blueberry 5X20g,£2.50,£25.00/kg,null,seed_nuts,2024-11-05
Kellogg's Corn Flakes Breakfast Cereal 450g,£2.19,£0.49/100g,null,cereals,2024-11-05
Kellogg's Corn Flakes Breakfast Cereal 670g,£3.30,£0.49/100g,null,cereals,2024-11-05
Kellogg's Crunchy Nut Breakfast Cereal 1kg,£5.65,£0.56/100g,£5.00 Clubcard Price,cereals,2024-11-05
Jordans Country Crisp Strawberry Cereal 500G,£3.60,£0.72/100g,null,cereals,2024-11-05
Weetabix Cereal 48 Pack,£5.50,£0.12/each,null,cereals,2024-11-05
BelVita Soft Bakes Chocolate Chip Biscuits 5 Pack 250G,£2.95,£1.18/100g,£1.75 Clubcard Price,cereals,2024-11-05
Kellogg's Rice Krispies Multigrain Cereal 350G,£3.30,£0.94/100g,£2.75 Clubcard Price,cereals,2024-11-05
Nestlé Cheerios Multigrain Cereal 800g,£3.95,£0.49/100g,null,cereals,2024-11-05
Nestlé Shreddies Original Cereal 1.1kg,£3.90,£0.36/100g,null,cereals,2024-11-05
Nestlé Curiously Cinnamon Cereal 375g,£3.70,£0.99/100g,null,cereals,2024-11-05
Quaker Oat So Simple Golden Syrup Porridge Pot 57g,£1.30,£2.28/100g,Any 3 for £3 Clubcard Price - Selected Porridge Pots Bars Or Drinks,cereals,2024-11-05
Weetabix Cereal 24 Pack,£3.30,£0.14/each,null,cereals,2024-11-05
Tesco Scottish Oats Porridge 2Kg,£2.50,£0.12/100g,null,cereals,2024-11-05
Tesco Swiss Style No Added Sugar Muesli 1Kg,£2.40,£0.24/100g,null,cereals,2024-11-05
Quaker Rolled Porridge Oats 1kg,£2.50,£0.25/100g,null,cereals,2024-11-05
Scott's Porage Original Porridge Oats 1kg,£2.50,£0.25/100g,null,cereals,2024-11-05
Nestlé Shreddies Original Cereal 630g,£3.50,£0.56/100g,null,cereals,2024-11-05
Nature Valley Crunchy Oats & Honey 5 x 42g (210g),£2.50,£1.19/100g,£2.00 Clubcard Price,cereals,2024-11-05
Naturya Gut Health Superfood Porridge Mixed Berry 55G,£1.30,£2.36/100g,Any 3 for £3 Clubcard Price - Selected Porridge Pots Bars Or Drinks,cereals,2024-11-05
Naturya Immunity Superfood Porridge Chocolate 55g,£1.30,£2.36/100g,Any 3 for £3 Clubcard Price - Selected Porridge Pots Bars Or Drinks,cereals,2024-11-05
"Kellogg's Rice Krispies Squares Marshmallow Snack Bars Multipack, 4x28g",£2.25,£2.01/100g,null,cereals,2024-11-05
"Kellogg's Rice Krispies Squares Chocolatey Cereal Bars Multipack, 4x36g",£2.25,£1.56/100g,null,cereals,2024-11-05
"Kellogg's Coco Pops Chocolate Cereal Bars Multipack, 6x20g",£1.35,£1.12/100g,Save 25% £1.00 Clubcard Price,cereals,2024-11-05
Tesco Wheat Biscuits Cereal 24 Pack,£1.90,£0.08/each,null,cereals,2024-11-05
Tesco Scottish Oats Porridge 1Kg,£1.25,£0.12/100g,null,cereals,2024-11-05
Quaker Caramel Fudge Porridge Pot 58G,£1.30,£2.24/100g,Any 3 for £3 Clubcard Price - Selected Porridge Pots Bars Or Drinks,cereals,2024-11-05
Tesco Instant Oats Cinnamon Porridge 55G,£0.45,£0.82/100g,null,cereals,2024-11-05
Tesco Instant Oats Blueberry Apple Porridge 55G,£0.45,£0.82/100g,null,cereals,2024-11-05
Quaker Oat So Simple Caramelised Biscuit Porridge Pot 57G,£1.30,£2.28/100g,Any 3 for £3 Clubcard Price - Selected Porridge Pots Bars Or Drinks,cereals,2024-11-05
Grower's Harvest Porridge Oats 1Kg,£0.90,£0.09/100g,null,cereals,2024-11-05
Tesco Fruit & Fibre Cereal 750G,£1.45,£0.19/100g,null,cereals,2024-11-05
Tesco Pillows Choco-Nut Cereal 375G,£0.99,£0.26/100g,null,cereals,2024-11-05
Tesco Wheat Biscuits Cereal 48 Pack,£2.75,£0.06/each,null,cereals,2024-11-05
Tesco Pillows With Milk Chocolate Filling 375G,£0.99,£0.26/100g,null,cereals,2024-11-05
Tesco Choco Hoops Cereal 375G,£0.79,£0.21/100g,null,cereals,2024-11-05
Tesco Multigrain Hoops Cereal 375G,£0.85,£0.23/100g,null,cereals,2024-11-05
Tesco Malt Wheats Cereal 750G,£1.02,£0.14/100g,null,cereals,2024-11-05
Tesco Bran Flakes 750G,£1.30,£0.17/100g,null,cereals,2024-11-05
Tesco Honey Hoops Cereal 375G,£0.79,£0.21/100g,null,cereals,2024-11-05
Tesco Rice Snaps Cereal 375G,£0.79,£0.21/100g,null,cereals,2024-11-05
Tesco Cornflakes Cereal 500G,£0.79,£0.16/100g,null,cereals,2024-11-05
Tesco Frosted Flakes Cereal 500G,£0.99,£0.20/100g,null,cereals,2024-11-05
Jordans Country Crisp Chunky Nuts Cereal 500G,£3.60,£0.72/100g,null,cereals,2024-11-05
Weetabix Cereal 72 Pack,£6.49,£0.09/each,null,cereals,2024-11-05
Nestlé Shredded Wheat Bitesize Cereal 720g,£4.40,£0.61/100g,£3.50 Clubcard Price,cereals,2024-11-05
BelVita Soft Bakes Choco Hazelnut Filled Biscuits 5 Pack 250G,£2.95,£1.18/100g,null,cereals,2024-11-05
Quaker Oat So Simple Golden Syrup Porridge Sachets 20x36g,£4.50,£0.62/100g,null,cereals,2024-11-05
Weetabix Chocolate Cereal 24 Pack 540G,£3.75,£0.16/each,null,cereals,2024-11-05
Fuel 10k Porridge Chocolate 10x36g,£2.75,£0.76/100g,null,cereals,2024-11-05
Fuel 10K Porridge Golden Syrup 10 X 36G,£2.75,£0.76/100g,null,cereals,2024-11-05
Kellogg's Fruit & Fibre Cereal 700G,£3.45,£0.49/100g,null,cereals,2024-11-05
Tesco Superberry Granola 500G,£2.40,£0.48/100g,null,cereals,2024-11-05
Flahavans Irish Organic Porridge 1Kg,£2.70,£0.27/100g,null,cereals,2024-11-05
BelVita Breakfast Biscuits Strawberry & Yogurt Crunch 5 Pack 253G,£2.75,£1.09/100g,£1.75 Clubcard Price,cereals,2024-11-05
Kellogg's Special K Red Berries Breakfast Cereal 500g,null,null,£3.60 Clubcard Price,cereals,2024-11-05
Nestlé Shredded Wheat Cereal 30 Biscuits 675g,£3.50,£0.52/100g,£3.00 Clubcard Price,cereals,2024-11-05
Quaker Oat So Simple Original Porridge Pot 45g,£1.30,£2.89/100g,Any 3 for £3 Clubcard Price - Selected Porridge Pots Bars Or Drinks,cereals,2024-11-05
Kellogg's Special K Original Cereal 750G,£4.00,£0.53/100g,£3.60 Clubcard Price,cereals,2024-11-05
Kellogg's All Bran Cereal 750G,£3.20,£0.43/100g,null,cereals,2024-11-05
UP&GO Energize Chocolate Protein Shake 350ml,£1.60,£0.46/100ml,Any 3 for £3 Clubcard Price - Selected Porridge Pots Bars Or Drinks,cereals,2024-11-05
Kellogg's Rice Krispies Cereal 430g,£3.30,£0.77/100g,£2.75 Clubcard Price,cereals,2024-11-05
Kellogg's Coco Pops Mega Pops Cereal 365g,£3.55,£0.97/100g,£2.50 Clubcard Price,cereals,2024-11-05
Quaker Jumbo Porridge Oats 1kg,£2.95,£0.30/100g,£2.00 Clubcard Price,cereals,2024-11-05
Go Ahead Strawberry Fruit & Oat Bakes Snack Bars Multipack 6 x 35g,£2.00,£0.95/100g,£1.25 Clubcard Price,cereals,2024-11-05
Go Ahead Apple Fruit & Oat Bakes Snack Bars Multipack 6 x 35g,£2.00,£0.95/100g,£1.25 Clubcard Price,cereals,2024-11-05
Nature Valley Protein Peanut & Chocolate Bars 4 x 40g,£2.49,£1.56/100g,null,cereals,2024-11-05
Quaker Oat So Simple Original Porridge Sachets 10x27g,£3.50,£1.30/100g,Any 2 for £4.50 Clubcard Price - Selected Quaker Oat So Simple Porridge,cereals,2024-11-05
Quaker Oat So Simple Golden Syrup Porridge Sachets 10x36g,£3.50,£0.97/100g,Any 2 for £4.50 Clubcard Price - Selected Quaker Oat So Simple Porridge,cereals,2024-11-05
Tesco Nut & Maple Crisp Cereal 500G,£1.80,£0.36/100g,null,cereals,2024-11-05
Weetabix Cereal 12 Pack,£2.00,£0.17/each,null,cereals,2024-11-05
Tesco Strawberry Crisp Cereal 500G,£1.80,£0.36/100g,null,cereals,2024-11-05
Jordans Frusli Juicy Blueberries Chewy Cereal Bars 6 x 30g (180g),£2.30,£1.28/100g,Save 1/3 £1.50 Clubcard Price,cereals,2024-11-05
Kellogg's Cereal Wheats Blueberry 500G,£1.95,£0.39/100g,null,cereals,2024-11-05
"Nutella B-Ready Hazelnut Spread Wafer Bars Multipack, 6x22g (132g)",£2.45,£1.86/100g,£1.75 Clubcard Price,cereals,2024-11-05
Tesco Crunchy Cookie Cereal 325G,£1.60,£0.49/100g,null,cereals,2024-11-05
Kellogg's Rice Krispies Squares Curious Caramel & Chocolate Bars 4x36g,null,null,null,cereals,2024-11-05
BelVita Breakfast Biscuits Milk & Cereals 5 Pack 225G,£1.25,£0.56/100g,£1.00 Clubcard Price,cereals,2024-11-05
BelVita Breakfast Biscuits Cocoa Chocolate Chip 5 Pack 225G,null,null,£1.00 Clubcard Price,cereals,2024-11-05
BelVita Breakfast Biscuits Honey & Nut 5 Pack 225G,£1.25,£0.56/100g,£1.00 Clubcard Price,cereals,2024-11-05
"Kellogg's Frosties Milk Cereal Bars Multipack, 6x25g",£1.35,£0.90/100g,Save 25% £1.00 Clubcard Price,cereals,2024-11-05
"Kellogg's Rice Krispies Milk Cereal Bars Multipack, 6x20g",£1.35,£1.12/100g,Save 25% £1.00 Clubcard Price,cereals,2024-11-05
Tesco Fruit & Nut Granola 1Kg,£1.99,£0.20/100g,null,cereals,2024-11-05
Tesco Oat & Honey Granola Bars 6 Pack 180G,£1.25,£0.69/100g,null,cereals,2024-11-05
Alpen Cereal Bars Strawberry & Yoghurt 5 x 29g,£1.25,£0.86/100g,null,cereals,2024-11-05
Tesco 6 Coconut & Chocolate Bars 180G,£1.25,£0.69/100g,null,cereals,2024-11-05
Tesco Special Flakes Red Berry Cereal 375G,£1.95,£0.52/100g,null,cereals,2024-11-05
Stockwell & Co 24 Wheat Biscuits 432G,£1.20,£0.28/100g,null,cereals,2024-11-05
Jordans Country Crisp Chocolate Cereal 500G,£3.60,£0.72/100g,null,cereals,2024-11-05
Jordans Country Crisp Flame Rais Cereal 500G,£3.60,£0.72/100g,null,cereals,2024-11-05
Jordans Crunchy Granola Raisin Almond 750G,£3.60,£0.48/100g,null,cereals,2024-11-05
Jordans Simply Granola 750G,£3.60,£0.48/100g,null,cereals,2024-11-05
Alpen No Added Sugar Muesli 1.1Kg,£4.25,£0.39/100g,null,cereals,2024-11-05
Tesco Finest Super Nutty Granola 500G,£3.00,£0.60/100g,null,cereals,2024-11-05
Fuel 10K Chocolate Loaded Granola 400G,£3.25,£0.81/100g,£2.50 Clubcard Price,cereals,2024-11-05
BelVita Breakfast Soft Bakes Blueberry 5 Pack 250g,£2.95,£1.18/100g,£1.75 Clubcard Price,cereals,2024-11-05
Nestle Kit Kat Cereal 330G,£3.50,£1.06/100g,£2.50 Clubcard Price,cereals,2024-11-05
Kellogg's Crunchy Nut Oat Granola Nut & Chocolate 380G,£3.30,£0.87/100g,£2.50 Clubcard Price,cereals,2024-11-05
Tesco Organic Oats 750G,£2.30,£0.31/100g,null,cereals,2024-11-05
Kellogg's Bran Flakes Breakfast Cereal 750g,£3.00,£0.40/100g,null,cereals,2024-11-05
Fuel 10K Chocolate Porridge Pot 70G,£1.30,£1.86/100g,Any 3 for £3 Clubcard Price - Selected Porridge Pots Bars Or Drinks,cereals,2024-11-05
Fuel 10K Golden Syrup Porridge Pot 70G,£1.30,£1.86/100g,Any 3 for £3 Clubcard Price - Selected Porridge Pots Bars Or Drinks,cereals,2024-11-05
Quaker Protein Oat So Simple Golden Syrup Porridge Pot 63g,£1.30,£2.06/100g,Any 3 for £3 Clubcard Price - Selected Porridge Pots Bars Or Drinks,cereals,2024-11-05
Kellogg's Coco Pops Cereal 420g,£3.30,£0.79/100g,£2.75 Clubcard Price,cereals,2024-11-05
Nestle Cookie Crisp Cereal 500g,£3.55,£0.71/100g,£2.50 Clubcard Price,cereals,2024-11-05
Tesco Fruit & Nut Muesli 750G,£2.60,£0.35/100g,null,cereals,2024-11-05
Kellogg's Nutri-Grain Strawberry Snack Bars 6x37g,£2.30,£1.04/100g,£1.75 Clubcard Price,cereals,2024-11-05
Tesco Multigrain Boulders 325G,£2.00,£0.62/100g,null,cereals,2024-11-05
nakd. Peanut Delight Fruit & Nut Bars Multipack 4 x 35g,£3.00,£2.14/100g,null,cereals,2024-11-05
Tesco Super Smooth Porridge 750G,£2.15,£0.29/100g,null,cereals,2024-11-05
Fuel 10K Liquid Breakfast Chocolate Drink 330Ml,null,null,Any 3 for £3 Clubcard Price - Selected Porridge Pots Bars Or Drinks,cereals,2024-11-05
Graze Protein Oat Boosts Cocoa Vanilla 4 x 30g (120g),£2.75,£2.29/100g,null,cereals,2024-11-05
Tesco Easy Oats Original Porridge 10 X27g,£1.35,£0.50/100g,null,cereals,2024-11-05
Nature Valley Crunchy Oats & Dark Chocolate 5 x 42g (210g),£2.50,£1.19/100g,£2.00 Clubcard Price,cereals,2024-11-05
Quaker Oat So Simple Apple & Blueberry Porridge Sachets 10x36g,£3.50,£0.97/100g,Any 2 for £4.50 Clubcard Price - Selected Quaker Oat So Simple Porridge,cereals,2024-11-05
Nature Valley Crunchy Canadian Maple Syrup 5 x 42g (210g),£2.50,£1.19/100g,£2.00 Clubcard Price,cereals,2024-11-05
Nestlé Shredded Wheat Honey Nut Cereal 500g,£3.00,£0.60/100g,null,cereals,2024-11-05
Kellogg's Nutri-Grain Bakes Chocolate Snack Bars 6x45g,£2.50,£0.93/100g,null,cereals,2024-11-05
Quaker Oat So Simple Sultana & Raisin Porridge Sachets 10x38.5g,£3.50,£0.91/100g,Any 2 for £4.50 Clubcard Price - Selected Quaker Oat So Simple Porridge,cereals,2024-11-05
Scott's Porage Old Fashioned Porridge Oats 1kg,£2.95,£0.30/100g,£2.00 Clubcard Price,cereals,2024-11-05
Tesco Honey & Almond Granola 1Kg,£1.99,£0.20/100g,null,cereals,2024-11-05
Nature Valley Crunchy Variety Pack 5 x 42g (210g),£2.50,£1.19/100g,£2.00 Clubcard Price,cereals,2024-11-05
Kellogg's Wheats Frosted Breakfast Cereal 500g,£1.95,£0.39/100g,null,cereals,2024-11-05
Jordans Frusli Juicy Red Berry Chewy Cereal Bars 6 x 30g (180g),£2.30,£1.28/100g,Save 1/3 £1.50 Clubcard Price,cereals,2024-11-05
Kellogg's Wheats Raisin Breakfast Cereal 450g,£1.95,£0.43/100g,null,cereals,2024-11-05
Tesco Low Fat Special Flakes Cereal 500G,£1.95,£0.39/100g,null,cereals,2024-11-05
Nature Valley Sweet & Salty Nut Dark Chocolate with Nuts Bars 4 x 30g (120g),£1.75,£1.46/100g,null,cereals,2024-11-05
Quaker Oat So Simple Apple & Blueberry Porridge Pot 57g,£1.30,£2.28/100g,Any 3 for £3 Clubcard Price - Selected Porridge Pots Bars Or Drinks,cereals,2024-11-05
Quaker Oat So Simple Sweet Cinnamon Porridge Pot 57g,£1.30,£2.28/100g,Any 3 for £3 Clubcard Price - Selected Porridge Pots Bars Or Drinks,cereals,2024-11-05
Tesco Tropical Fruits Granola 1Kg,£1.99,£0.20/100g,null,cereals,2024-11-05
Tesco Free From Pure Oats 450G,£1.70,£0.38/100g,null,cereals,2024-11-05
Weetabix Oatibix Flakes Cereal 550G,£3.80,£0.69/100g,null,cereals,2024-11-05
Weetabix Oatibix Cereal 24 Pack,null,null,null,cereals,2024-11-05
Nestlé Cheerios Honey Cereal 575g,£4.40,£0.76/100g,£3.00 Clubcard Price,cereals,2024-11-05
Tesco High Protein Granola 500G,£3.40,£0.68/100g,null,cereals,2024-11-05
Tesco Sultana Bran Cereal 750G,£3.00,£0.40/100g,null,cereals,2024-11-05
Alpen Original Swiss Style Muesli 1.1Kg,£4.25,£0.39/100g,null,cereals,2024-11-05
Tesco High Fibre Bran Cereal 750G,£3.00,£0.40/100g,null,cereals,2024-11-05
Jordans Natural Muesli 1Kg,£3.85,£0.38/100g,null,cereals,2024-11-05
BelVita Breakfast Soft Bakes Red Berries 5 Pack 250G,£2.95,£1.18/100g,£1.75 Clubcard Price,cereals,2024-11-05
Kellogg's Krave Milk Chocolate Cereal 410G,£3.50,£0.85/100g,£3.00 Clubcard Price,cereals,2024-11-05
Dorset Cereals Simply Delicious Muesli 650G,£3.40,£0.52/100g,null,cereals,2024-11-05
Dorset Cereals Simply Fruity Muesli 630G,£3.40,£0.54/100g,null,cereals,2024-11-05
Dorset Cereals Simply Nutty Muesli 560G,£3.40,£0.61/100g,null,cereals,2024-11-05
Ready Brek Original Porridge 750G,£3.45,£0.46/100g,£2.50 Clubcard Price,cereals,2024-11-05
Flahavan's Irish Organic Jumbo Oats 1Kg,£2.70,£0.27/100g,null,cereals,2024-11-05
Quaker Oat Granola Raisin 500g,£3.50,£0.70/100g,£2.50 Clubcard Price,cereals,2024-11-05
BelVita Breakfast Biscuits Milk & Cereals 12 Pack Multipack 540G,£2.90,£0.54/100g,null,cereals,2024-11-05
Alpen The Original Swiss Style Muesli 550G,£2.70,£0.49/100g,null,cereals,2024-11-05
Tesco Nuts & Seeds Muesli 750G,£2.60,£0.35/100g,null,cereals,2024-11-05
Kellogg's Nutri-Grain Blueberry Snack Bars 6x37g,£2.30,£1.04/100g,£1.75 Clubcard Price,cereals,2024-11-05
Nairns Gluten Free Scottish Porridge 450G,£2.20,£0.49/100g,null,cereals,2024-11-05
Nature Valley Crunchy Variety Cereal Bars Family Pack 10 X 42G,£3.50,£0.83/100g,null,cereals,2024-11-05
Nature Valley Protein Salted Caramel Nut Cereal Bars 4 x 40g,£2.49,£1.56/100g,null,cereals,2024-11-05
Tesco Free From Branflakes 300G,£2.10,£0.70/100g,null,cereals,2024-11-05
Graze Protein Honey Snack Bars Wholegrain Oats 4x30g,£2.75,£2.29/100g,null,cereals,2024-11-05
Kellogg's Pop Tarts Choctastic Pastry Snacks 8x48g,£3.00,£0.78/100g,null,cereals,2024-11-05
Tesco 5 Chocolate & Raspberry Bars 115G,£1.70,£1.48/100g,null,cereals,2024-11-05
Kellogg's Pop Tarts Strawberry Sensation Pastry Snacks 8x48g,£3.00,£0.78/100g,null,cereals,2024-11-05
"Quaker Oat So Simple Strawberry, Raspberry & Cranberry Porridge Sachets 10x33.9g",£3.50,£1.03/100g,Any 2 for £4.50 Clubcard Price - Selected Quaker Oat So Simple Porridge,cereals,2024-11-05
Quakers Oat So Simple Caramelised Biscuit Porridge X10 334G,£3.50,£1.05/100g,Any 2 for £4.50 Clubcard Price - Selected Quaker Oat So Simple Porridge,cereals,2024-11-05
Quaker Oat So Simple Sweet Cinnamon Porridge Sachets 10x33g,£3.50,£1.06/100g,Any 2 for £4.50 Clubcard Price - Selected Quaker Oat So Simple Porridge,cereals,2024-11-05
Kellogg's Nutri-Grain Bakes Raisin Snack Bars 6x45g,£2.50,£0.93/100g,null,cereals,2024-11-05
Quaker Oat So Simple Big Bowl Original Porridge Sachets 6x38.5g,£2.50,£1.08/100g,null,cereals,2024-11-05
